receipe,ingredients
Potato and lentil curry,25g pine nuts
Potato and lentil curry,45g brown breadcrumbs
Potato and lentil curry,zest of a lemon
Potato and lentil curry,pinch salt and pepper
Potato and lentil curry,"1 egg, beaten"
Potato and lentil curry,200g passata
Potato and lentil curry,"2 wedges of lemon, to serve"
Potato and lentil curry,Ingredients
Potato and lentil curry,For the burgers:
Potato and lentil curry,"400g can mixed beans, drained and mashed"
Potato and lentil curry,"1 sweet potato, peeled, boiled and mashed (250g)"
Potato and lentil curry,"1 onion, finely grated"
Potato and lentil curry,1 tsp curry paste
Potato and lentil curry,2 cloves garlic crushed
Potato and lentil curry,"2 tsp rapeseed oil, for frying"
Potato and lentil curry,Chargrilled veggies:
Potato and lentil curry,"half aubergine, sliced into 4 x 4cm slices"
Potato and lentil curry,"4 Portobello mushrooms, stalks removed"
Potato and lentil curry,"1 courgette, cut into long slices"
Potato and lentil curry,"1 red pepper, quartered"
Potato and lentil curry,"1 yellow pepper, quartered"
Potato and lentil curry,Salad:
Potato and lentil curry,8 little gem lettuce leaves
Potato and lentil curry,"1 very large tomato, sliced"
Potato and lentil curry,"1 red onion, thinly sliced"
Potato and lentil curry,"4 wholemeal baps, split and lightly toasted (65g each)"
Potato and lentil curry,Sauce:
Potato and lentil curry,"4 tsp tahini, mixed with juice 1 lemon and 2 tbsp water"
Potato and lentil curry,Ingredients
Potato and lentil curry,1 tsp sunflower oil
Potato and lentil curry,"1 onion, chopped"
Potato and lentil curry,1 tsp mustard seeds
Potato and lentil curry,"2cm fresh ginger, peeled and grated"
Potato and lentil curry,1 tsp chilli powder
Potato and lentil curry,1 tsp ground coriander
Potato and lentil curry,pinch turmeric
Potato and lentil curry,"6 tbsp fresh coriander, leaves and finely chopped stalks"
Potato and lentil curry,200g chopped tomatoes
Potato and lentil curry,2 tbsp tomato purée
Potato and lentil curry,"125g yellow lentils, washed and drained"
Potato and lentil curry,600ml vegetable stock
Potato and lentil curry,"900g floury potatoes, peeled and cubed"
Potato and lentil curry,"fresh coriander leaves, to serve"
Potato and lentil curry,Ingredients
Potato and lentil curry,200g new potatoes
Potato and lentil curry,1kg fresh mussels
Potato and lentil curry,200g purple sprouting broccoli
Potato and lentil curry,1 tbsp sunflower oil
Potato and lentil curry,"100g leek, thinly sliced"
Potato and lentil curry,"3 cloves garlic, crushed"
Potato and lentil curry,"1 bunch spring onions, trimmed and roughly chopped"
Potato and lentil curry,"100g frozen broad beans, defrosted"
Potato and lentil curry,400ml semi-skimmed milk
Potato and lentil curry,good pinch black pepper
Potato and lentil curry,"large handful parsley, freshly chopped"
Mussels and spring vegetable soup,Ingredients
Mussels and spring vegetable soup,"large handful (approx 25g) mixed fresh herbs (eg parsley, mint, oregano, thyme and basil)"
Mussels and spring vegetable soup,"1 x 160g tin of tuna in sunflower oil, drain the oil and reserve"
Mussels and spring vegetable soup,25g pine nuts
Mussels and spring vegetable soup,45g brown breadcrumbs
Mussels and spring vegetable soup,zest of a lemon
Mussels and spring vegetable soup,pinch salt and pepper
Mussels and spring vegetable soup,"1 egg, beaten"
Mussels and spring vegetable soup,200g passata
Mussels and spring vegetable soup,"2 wedges of lemon, to serve"
Mussels and spring vegetable soup,Ingredients
Mussels and spring vegetable soup,For the burgers:
Mussels and spring vegetable soup,"400g can mixed beans, drained and mashed"
Mussels and spring vegetable soup,"1 sweet potato, peeled, boiled and mashed (250g)"
Mussels and spring vegetable soup,"1 onion, finely grated"
Mussels and spring vegetable soup,1 tsp curry paste
Mussels and spring vegetable soup,2 cloves garlic crushed
Mussels and spring vegetable soup,"2 tsp rapeseed oil, for frying"
Mussels and spring vegetable soup,Chargrilled veggies:
Mussels and spring vegetable soup,"half aubergine, sliced into 4 x 4cm slices"
Mussels and spring vegetable soup,"4 Portobello mushrooms, stalks removed"
Mussels and spring vegetable soup,"1 courgette, cut into long slices"
Mussels and spring vegetable soup,"1 red pepper, quartered"
Mussels and spring vegetable soup,"1 yellow pepper, quartered"
Mussels and spring vegetable soup,Salad:
Mussels and spring vegetable soup,8 little gem lettuce leaves
Mussels and spring vegetable soup,"1 very large tomato, sliced"
Mussels and spring vegetable soup,"1 red onion, thinly sliced"
Mussels and spring vegetable soup,"4 wholemeal baps, split and lightly toasted (65g each)"
Mussels and spring vegetable soup,Sauce:
Mussels and spring vegetable soup,"4 tsp tahini, mixed with juice 1 lemon and 2 tbsp water"
Mussels and spring vegetable soup,Ingredients
Mussels and spring vegetable soup,1 tsp sunflower oil
Mussels and spring vegetable soup,"1 onion, chopped"
Mussels and spring vegetable soup,1 tsp mustard seeds
Mussels and spring vegetable soup,"2cm fresh ginger, peeled and grated"
Mussels and spring vegetable soup,1 tsp chilli powder
Mussels and spring vegetable soup,1 tsp ground coriander
Mussels and spring vegetable soup,pinch turmeric
Mussels and spring vegetable soup,"6 tbsp fresh coriander, leaves and finely chopped stalks"
Mussels and spring vegetable soup,200g chopped tomatoes
Mussels and spring vegetable soup,2 tbsp tomato purée
Mussels and spring vegetable soup,"125g yellow lentils, washed and drained"
Mussels and spring vegetable soup,600ml vegetable stock
Mussels and spring vegetable soup,"900g floury potatoes, peeled and cubed"
Mussels and spring vegetable soup,"fresh coriander leaves, to serve"
Mussels and spring vegetable soup,Ingredients
Mussels and spring vegetable soup,200g new potatoes
Mussels and spring vegetable soup,1kg fresh mussels
Mussels and spring vegetable soup,200g purple sprouting broccoli
Mussels and spring vegetable soup,1 tbsp sunflower oil
Mussels and spring vegetable soup,"100g leek, thinly sliced"
Mussels and spring vegetable soup,"3 cloves garlic, crushed"
Mussels and spring vegetable soup,"1 bunch spring onions, trimmed and roughly chopped"
Mussels and spring vegetable soup,"100g frozen broad beans, defrosted"
Mussels and spring vegetable soup,400ml semi-skimmed milk
Mussels and spring vegetable soup,good pinch black pepper
Mussels and spring vegetable soup,"large handful parsley, freshly chopped"
Sag Aloo,Ingredients
Sag Aloo,2 tsp rapeseed oil
Sag Aloo,"1 onion, finely chopped"
Sag Aloo,"1 green pepper, finely chopped"
Sag Aloo,"2 large carrots, roughly chopped"
Sag Aloo,"1cm piece ginger, peeled and finely chopped"
Sag Aloo,"2 large potatoes (approx 600g), roughly chopped"
Sag Aloo,"1–2 fresh green chilies, deseeded and finely chopped (½ chilli = mild, 1 = medium, 2 = warm)"
Sag Aloo,"bunch fresh coriander, finely chopped"
Sag Aloo,500g fresh spinach
Sag Aloo,500ml low-salt vegetable stock
Sag Aloo,1 tsp cumin
Sag Aloo,1 tsp ground coriander
Sag Aloo,1 tsp turmeric
Sag Aloo,1 tsp ground fenugreek
Sag Aloo,1 tsp smoked paprika
Sag Aloo,1 tsp garam masala
Sag Aloo,"or, use 1 tbsp Tandoori curry powder"
Sag Aloo,Ingredients
Sag Aloo,"half cucumber, peeled and grated"
Sag Aloo,250g 0% fat Greek yogurt
Sag Aloo,"2 cloves garlic, crushed"
Sag Aloo,1 tbsp olive oil
Sag Aloo,1 tbsp chopped fresh mint
Sag Aloo,freshly ground black pepper
Sag Aloo,Ingredients
Sag Aloo,4 large portobello mushrooms
Sag Aloo,2 tsp rapeseed oil
Sag Aloo,"1 onion, finely chopped"
Sag Aloo,"300g frozen spinach, defrosted"
Sag Aloo,good grind black pepper
Sag Aloo,good pinch nutmeg
Sag Aloo,50g low-fat garlic and herb cream cheese
Sag Aloo,4 seeded wholemeal rolls
Sag Aloo,100g lettuce
Sag Aloo,"2 tomatoes, thinly sliced"
Sag Aloo,"1 red onion, thinly sliced"
Sag Aloo,Ingredients
Sag Aloo,2 tsp rapeseed oil
Sag Aloo,"2 onions, finely chopped"
Sag Aloo,"half red chilli, finely chopped"
Sag Aloo,900ml vegetable stock (1 low-salt stock cube dissolved in 900ml water)
Sag Aloo,"2 cloves garlic, crushed"
Sag Aloo,good pinch pepper
Sag Aloo,"250g mushrooms, sliced"
Sag Aloo,150g risotto rice (Arborio or shortgrain rice)
Sag Aloo,"2 tbsp basil, roughly chopped (or 2 tsp dried)"
Sag Aloo,1 tbsp 0% fat Greek yogurt
Sag Aloo,4 torn fresh basil leaves
Sag Aloo,grind black pepper
Sag Aloo,15g grated Parmesan (or vegetarian equivalent)
Tzatziki,Ingredients
Tzatziki,2 tsp rapeseed oil
Tzatziki,"1 onion, finely chopped"
Tzatziki,"1 green pepper, finely chopped"
Tzatziki,"2 large carrots, roughly chopped"
Tzatziki,"1cm piece ginger, peeled and finely chopped"
Tzatziki,"2 large potatoes (approx 600g), roughly chopped"
Tzatziki,"1–2 fresh green chilies, deseeded and finely chopped (½ chilli = mild, 1 = medium, 2 = warm)"
Tzatziki,"bunch fresh coriander, finely chopped"
Tzatziki,500g fresh spinach
Tzatziki,500ml low-salt vegetable stock
Tzatziki,1 tsp cumin
Tzatziki,1 tsp ground coriander
Tzatziki,1 tsp turmeric
Tzatziki,1 tsp ground fenugreek
Tzatziki,1 tsp smoked paprika
Tzatziki,1 tsp garam masala
Tzatziki,"or, use 1 tbsp Tandoori curry powder"
Tzatziki,Ingredients
Tzatziki,"half cucumber, peeled and grated"
Tzatziki,250g 0% fat Greek yogurt
Tzatziki,"2 cloves garlic, crushed"
Tzatziki,1 tbsp olive oil
Tzatziki,1 tbsp chopped fresh mint
Tzatziki,freshly ground black pepper
Tzatziki,Ingredients
Tzatziki,4 large portobello mushrooms
Tzatziki,2 tsp rapeseed oil
Tzatziki,"1 onion, finely chopped"
Tzatziki,"300g frozen spinach, defrosted"
Tzatziki,good grind black pepper
Tzatziki,good pinch nutmeg
Tzatziki,50g low-fat garlic and herb cream cheese
Tzatziki,4 seeded wholemeal rolls
Tzatziki,100g lettuce
Tzatziki,"2 tomatoes, thinly sliced"
Tzatziki,"1 red onion, thinly sliced"
Tzatziki,Ingredients
Tzatziki,2 tsp rapeseed oil
Tzatziki,"2 onions, finely chopped"
Tzatziki,"half red chilli, finely chopped"
Tzatziki,900ml vegetable stock (1 low-salt stock cube dissolved in 900ml water)
Tzatziki,"2 cloves garlic, crushed"
Tzatziki,good pinch pepper
Tzatziki,"250g mushrooms, sliced"
Tzatziki,150g risotto rice (Arborio or shortgrain rice)
Tzatziki,"2 tbsp basil, roughly chopped (or 2 tsp dried)"
Tzatziki,1 tbsp 0% fat Greek yogurt
Tzatziki,4 torn fresh basil leaves
Tzatziki,grind black pepper
Tzatziki,15g grated Parmesan (or vegetarian equivalent)
Portobello mushroom burgers,Ingredients
Portobello mushroom burgers,2 tsp rapeseed oil
Portobello mushroom burgers,"1 onion, finely chopped"
Portobello mushroom burgers,"1 green pepper, finely chopped"
Portobello mushroom burgers,"2 large carrots, roughly chopped"
Portobello mushroom burgers,"1cm piece ginger, peeled and finely chopped"
Portobello mushroom burgers,"2 large potatoes (approx 600g), roughly chopped"
Portobello mushroom burgers,"1–2 fresh green chilies, deseeded and finely chopped (½ chilli = mild, 1 = medium, 2 = warm)"
Portobello mushroom burgers,"bunch fresh coriander, finely chopped"
Portobello mushroom burgers,500g fresh spinach
Portobello mushroom burgers,500ml low-salt vegetable stock
Portobello mushroom burgers,1 tsp cumin
Portobello mushroom burgers,1 tsp ground coriander
Portobello mushroom burgers,1 tsp turmeric
Portobello mushroom burgers,1 tsp ground fenugreek
Portobello mushroom burgers,1 tsp smoked paprika
Portobello mushroom burgers,1 tsp garam masala
Portobello mushroom burgers,"or, use 1 tbsp Tandoori curry powder"
Portobello mushroom burgers,Ingredients
Portobello mushroom burgers,"half cucumber, peeled and grated"
Portobello mushroom burgers,250g 0% fat Greek yogurt
Portobello mushroom burgers,"2 cloves garlic, crushed"
Portobello mushroom burgers,1 tbsp olive oil
Portobello mushroom burgers,1 tbsp chopped fresh mint
Portobello mushroom burgers,freshly ground black pepper
Portobello mushroom burgers,Ingredients
Portobello mushroom burgers,4 large portobello mushrooms
Portobello mushroom burgers,2 tsp rapeseed oil
Portobello mushroom burgers,"1 onion, finely chopped"
Portobello mushroom burgers,"300g frozen spinach, defrosted"
Portobello mushroom burgers,good grind black pepper
Portobello mushroom burgers,good pinch nutmeg
Portobello mushroom burgers,50g low-fat garlic and herb cream cheese
Portobello mushroom burgers,4 seeded wholemeal rolls
Portobello mushroom burgers,100g lettuce
Portobello mushroom burgers,"2 tomatoes, thinly sliced"
Portobello mushroom burgers,"1 red onion, thinly sliced"
Portobello mushroom burgers,Ingredients
Portobello mushroom burgers,2 tsp rapeseed oil
Portobello mushroom burgers,"2 onions, finely chopped"
Portobello mushroom burgers,"half red chilli, finely chopped"
Portobello mushroom burgers,900ml vegetable stock (1 low-salt stock cube dissolved in 900ml water)
Portobello mushroom burgers,"2 cloves garlic, crushed"
Portobello mushroom burgers,good pinch pepper
Portobello mushroom burgers,"250g mushrooms, sliced"
Portobello mushroom burgers,150g risotto rice (Arborio or shortgrain rice)
Portobello mushroom burgers,"2 tbsp basil, roughly chopped (or 2 tsp dried)"
Portobello mushroom burgers,1 tbsp 0% fat Greek yogurt
Portobello mushroom burgers,4 torn fresh basil leaves
Portobello mushroom burgers,grind black pepper
Portobello mushroom burgers,15g grated Parmesan (or vegetarian equivalent)
Mushroom risotto,Ingredients
Mushroom risotto,2 tsp rapeseed oil
Mushroom risotto,"1 onion, finely chopped"
Mushroom risotto,"1 green pepper, finely chopped"
Mushroom risotto,"2 large carrots, roughly chopped"
Mushroom risotto,"1cm piece ginger, peeled and finely chopped"
Mushroom risotto,"2 large potatoes (approx 600g), roughly chopped"
Mushroom risotto,"1–2 fresh green chilies, deseeded and finely chopped (½ chilli = mild, 1 = medium, 2 = warm)"
Mushroom risotto,"bunch fresh coriander, finely chopped"
Mushroom risotto,500g fresh spinach
Mushroom risotto,500ml low-salt vegetable stock
Mushroom risotto,1 tsp cumin
Mushroom risotto,1 tsp ground coriander
Mushroom risotto,1 tsp turmeric
Mushroom risotto,1 tsp ground fenugreek
Mushroom risotto,1 tsp smoked paprika
Mushroom risotto,1 tsp garam masala
Mushroom risotto,"or, use 1 tbsp Tandoori curry powder"
Mushroom risotto,Ingredients
Mushroom risotto,"half cucumber, peeled and grated"
Mushroom risotto,250g 0% fat Greek yogurt
Mushroom risotto,"2 cloves garlic, crushed"
Mushroom risotto,1 tbsp olive oil
Mushroom risotto,1 tbsp chopped fresh mint
Mushroom risotto,freshly ground black pepper
Mushroom risotto,Ingredients
Mushroom risotto,4 large portobello mushrooms
Mushroom risotto,2 tsp rapeseed oil
Mushroom risotto,"1 onion, finely chopped"
Mushroom risotto,"300g frozen spinach, defrosted"
Mushroom risotto,good grind black pepper
Mushroom risotto,good pinch nutmeg
Mushroom risotto,50g low-fat garlic and herb cream cheese
Mushroom risotto,4 seeded wholemeal rolls
Mushroom risotto,100g lettuce
Mushroom risotto,"2 tomatoes, thinly sliced"
Mushroom risotto,"1 red onion, thinly sliced"
Mushroom risotto,Ingredients
Mushroom risotto,2 tsp rapeseed oil
Mushroom risotto,"2 onions, finely chopped"
Mushroom risotto,"half red chilli, finely chopped"
Mushroom risotto,900ml vegetable stock (1 low-salt stock cube dissolved in 900ml water)
Mushroom risotto,"2 cloves garlic, crushed"
Mushroom risotto,good pinch pepper
Mushroom risotto,"250g mushrooms, sliced"
Mushroom risotto,150g risotto rice (Arborio or shortgrain rice)
Mushroom risotto,"2 tbsp basil, roughly chopped (or 2 tsp dried)"
Mushroom risotto,1 tbsp 0% fat Greek yogurt
Mushroom risotto,4 torn fresh basil leaves
Mushroom risotto,grind black pepper
Mushroom risotto,15g grated Parmesan (or vegetarian equivalent)
Tuscan bean soup,Ingredients
Tuscan bean soup,1 tsp olive oil
Tuscan bean soup,"1 onion, chopped"
Tuscan bean soup,"1 yellow pepper, chopped"
Tuscan bean soup,"1 carrot, diced"
Tuscan bean soup,"500ml gluten-free, low-salt vegetable stock"
Tuscan bean soup,400g tin chopped tomatoes
Tuscan bean soup,"2 cabbage leaves, chopped"
Tuscan bean soup,1 heaped tsp oregano
Tuscan bean soup,half tsp thyme
Tuscan bean soup,"400g tin borlotti beans, drained"
Tuscan bean soup,"2–4 cloves garlic, crushed"
Tuscan bean soup,2 tsp pesto
Tuscan bean soup,"black pepper, a shaving of cheese, and sprigs of fresh basil, to serve"
Tuscan bean soup,Ingredients
Tuscan bean soup,1 tsp rapeseed oil
Tuscan bean soup,"1 leek, finely sliced"
Tuscan bean soup,250g mixed mushrooms
Tuscan bean soup,"2 cloves garlic, very thinly sliced"
Tuscan bean soup,pinch chilli flakes
Tuscan bean soup,1 heaped tsp dried oregano
Tuscan bean soup,"2 tsp pumpkin seeds, toasted"
Tuscan bean soup,"2 tsp sunflower seeds, toasted"
Tuscan bean soup,"1 courgette, spiralised"
Tuscan bean soup,"1 large carrot, spiralised"
Tuscan bean soup,2 tbsp 0% fat yogurt
Tuscan bean soup,good grind black pepper
Tuscan bean soup,5g Parmesan cheese shavings
Tuscan bean soup,"sprigs fresh basil, to garnish"
Mushroom ragu,Ingredients
Mushroom ragu,1 tsp olive oil
Mushroom ragu,"1 onion, chopped"
Mushroom ragu,"1 yellow pepper, chopped"
Mushroom ragu,"1 carrot, diced"
Mushroom ragu,"500ml gluten-free, low-salt vegetable stock"
Mushroom ragu,400g tin chopped tomatoes
Mushroom ragu,"2 cabbage leaves, chopped"
Mushroom ragu,1 heaped tsp oregano
Mushroom ragu,half tsp thyme
Mushroom ragu,"400g tin borlotti beans, drained"
